year,month,sentiment,processed_full_review
2024,3,Negative,happen singapor airlin happen singapor airlin use enjoy fli airlin last flight abomin flight delay food terribl doughi bit pizza dinner staff stress seat plane cramp im not even larg build person not qualiti use expect airlin
2024,3,Negative,bewar bewar bewar disabl bad experi sydney disabl servic check desk ladi offer upgrad economi premium said lot seat check phone relev depart took money debit card issu new board pass way aircraft call back told fare origin paid not allow upgrad paid fee offer singapor airlin internet not say order us block upgrad want upgrad pleas pay us money rather quot price bizarr tell send money back within work day basic day regular flyer sadli flight alreadi book june but last guess custom servic give dam
2024,3,Negative,never well flown australia quit time airlin also flown mani counti around world but fear height fli tri keep mind air flight get bit turbul ca help but flight heathrow singapor connect flight singapor sidney sever turbul flight liter like travel bumpi road whole journey flight patch extra bad turbul spent whole flight terrifi shake not want fli fear fli mean know turbul ca help but could possibl consist perman turbul basic entireti flight one side world know teach pilot fli certain way mayb take short cut somehow but one terrifi coupl day life worst thing fli back week
2024,3,Negative,premium economi rip not worth differ premium economi cabin alway fli premium economi class travel intern due distanc sad report disappoint dimens seat due poor design tray integr arm rest dimens show site bogu arm rest take least inch seat leav actual seat size no larger economi class seat not pay extra extra sia pe cabin footrest not extend properli seat not reclin like premium economi airlin servic slight great good attent stewardess due higher ratio staff passeng bathroom clean gener food servic but return flight truli plain old economi class servic addit long delay transit result miss reunion luncheon classmat not seen year custom servic ground crew not sia golden class servic promot hour delay wait area no water bathroom facil ask crew long delay would arriv earli flight miss breakfast etc told no inform share ask suffici time leav area grab food bathroom break told no idea not worth extra given mediocr ground servic delay etc would not use mani great option premium economi cabin airlin cathay pacif top list asian travel lufthansa air franc unit definit virgin air heard much sia decid pay huge differ cost time around never
2024,3,Negative,miss baggag no custom servic sq lose luggag found provid inform like luggag pictur flight number baggag claim airtag inform show clearli locat termin singapor airport servic exist no updat besid autom mail state tri find luggag intern commun via mail therefor slow no servic orient sq may good carrier everyth work well but no custom servic help need requir spend time phone holiday not job find miss luggag hope peopl choic airlin carrier futur toward airlin carrier
2024,3,Positive,comfort punctual flight hot meal flight time star allianc member design line board busi class flight attend offer place luggag insid overhead bin serv hot full meal option even though hour flight pork rice actual tasti pillow blanket provid even economi class attent polit servic highli recommend
2024,3,Neutral,noth special heard mani good thing singapor airlin look forward travel but sadli disappoint flew economi although paid extra leg room still felt cramp seat uncomfort noisyest flight recal ment no chanc abl grab coupl hour sleep but worst thing entertain screen not work despit reset left stare bulkhead half hour lead stewardess took e mail address promis compens broken screen but week heard noth hardli one world best airlin afraid
2024,3,Negative,don bother premium economi singapor airlin paid premium economi ticket extra per ticket narrow seat wider armrest footrest not support uncomfort trip top put us economi singapor hanoi vietnam no loung premium economi busi class overal would not recommend extra cost
2024,3,Negative,don travel singapor airlin sick parent flight sq treat rude flight staff land singapor book wheelchair assist year old dad acut asthma hip problem year old mum knee replac told need walk buggi area staff assist wheelchair dad end asthma attack parent distress high blood pressur long day dehli singapor catch flight sydney two unwel highli distress parent no one care give wheelchair empathi utterli disgust way spoken flight crew guy don rememb name howev ground staff not help either
2024,3,Negative,king scam fals promis book round ticket singapor airlin got ticket date mix need chang date return but thought cancel ticket rebook got ticket cancel onlin problem aris ticket said would cost cancel ticket but charg rais issu singapor airlin custom servic would say actual argu polici told still cancel ticket cancel fee written custom servic apologis inconveni took detail funni part told would call but guess got no call email regard issu point give know but honesti compani say someth anoth thing bunch bull peopl run busi either clear polici mention right amount bull peopl escal issu senior never call back custom servic worst never recommend anyon book ticket singapor airlin cancel rip
2024,2,Positive,best staff ever although fli singapor airlin comfort conveni would like mention staff make except difficult situat handl patienc kind effect stop found solut want thank staff gener but much particular thuong hang ground staff hanoi thank much definit use singapor servic whenev possibl futur got two new loyal custom
2024,2,Neutral,underwhelm experi singapor premium economi somewhat disappoint premium economi experi singapor airlin slightli legroom slightli wider seat may find pay much extra compar economi not worth rest servic whatev applic economi passeng comparison travel virgin atlant premium economi experienc much higher level servic equival offer includ better seat welcom drink amen pack tailor servic premium economi cabin
2024,2,Positive,good custom servic write review apprais sia staff good custom servic name ms vanessa today feb around sia custom servic counter issu flight ticket handl issu patient smile even though quit overwhelm due peak hour make day issu settl like say big thank singapor airlin good staff like keep singapor airlin good custom servic regard abdul aziz
2024,2,Neutral,singapor airlin not great anymor singapor airlin use one fav airlin travel but sinc last flight year ago alot chang get travel economi not alot luxuri provid howev extrem uncomfort feel cramp window seat uncomfort seat well plu food not enjoy not eat hot towel still provid begin flight but want extra ask no longer automat handout passeng anymor paid due chang flight detail cost flight not realli match got
2024,2,Negative,aw expect great deal comfort fli economi regard flight met expect seat extrem uncomfort cramp small person even seat leg room not afford comfort alloc seat amongst famili three infant unfair famili servic poor cabin crew not interest passeng system disorgan husband skip breakfast time simpli ignor thought must serv row go come back request breakfast end difficult get water book star allianc network made manag singapor airlin part journey seat select etc difficult not fli singapor airlin
2024,2,Negative,not happi singapor air travel sq mani time alway excel servic last one februari husband book cook order steak blood pour got complain fa taken away minuit return much thing could offer tini piec chicken horrend hot sauc couldnt eat end coupl cracker slice chees busi class meal chicken sate tast fine minut later sick spent time toilet ring sever time male fa answer call button flight cost not happi jan
2024,2,Positive,first class food travel man bkk via singapor return outbound flight airbu skew sleep arrang found uncomfort although seat wide lack support lower back thought tv screen much close seat flight singapor bkk littl better seat narrow partit divid seat made feel claustrophob found lack lower back support time tv screen away return flight similar howev singapor airlin score highli way cabin crew look passeng servic superb noth much troubl food also much better airlin travel especi book cook option also loung except one manchest first class excel choic food avail despit critic seat would definit fli singapor
2024,2,Negative,oh troubl vote best way seem happen singapor airlin let begin aircraft must one older one fleet seat premium economi extrem uncomfort seem worn pad becom flatten sit cushion achiev kind comfort almost hour flight even bottom hurt day afterward next food offer bland tasteless overal bore sum wife gluten intoler offer virtual menu meal disappoint final servic seem crew anxiou get home singapor seem interest passeng client wife ask three time never arriv servic inconsist throughout cabin saw one side paid lot attent plu side not mani flight time return leg uk next week hope better
2024,2,Neutral,perfect hard keep past experi airlin soog good took grant alway excel but competit gulf state seesm made tough sq stay top staff still perfect but meal snack avail long flight hum fli sq but need improv bit
2024,2,Positive,best busi class seat flown mani busi class flight airlin cathay pacif qatar airway korean air howev flight singapor airlin busi class great servic seat food onboard flight crew friendli care respond quickli request someth food realli tasti especi western style ate lobster thermidor one best food ever eaten aeroplan besid hard product top reason chose singapor airlin chose seat flight bulkhead seat provid spaciou bed wide enough companion sit togeth
2024,2,Negative,book flight spend total hour phone rebook ticket scratch time system problem agent spoke said put us upgrad today anoth hour anoth rebook agent said say possibl known much time go lose would pick anoth airlin definit next time
2024,2,Negative,aw hell happen singapor airlin use superb happili paid premium airlin expect comfort enjoy experi economi flight singapor melbourn absolut tortur incred cramp cabin genuin felt much wors ryanair type configur simpli not suitabl hour flight food atroci complet ined absolut stun charg top price rubbish took coupl budget jetstar intern flight whilst australia put singapor shame actual upgrad long first leg manchest singapor busi class food servic top class actual found seat pretti comfort sit but read elsewher bizarr angl footwel make achiev comfort sleep posit nigh imposs go splash might aswel use emir qatar get similar servic but practic bed truli disappoint overal cancel return flight travel back qatar never sia afraid
2024,2,Negative,disappoint experi sq disappoint sq follow reason no amen kit busi class one ask item sock slipper ear plug eye mask individu two meal offer hour flight rest snack ask wi fi unstabl whole flight frustrat get work done lie flat seat need flight attend help set chicken rice meal ined meat hard dri guess reheat mani time
2024,2,Negative,poor premium economi experi never third flight trip worst though none good seat uncomfort larg gap rear seat cushion thick uncomfort stupid calf extend add noth comfort long haul drink servic poor plastic cup gin tonic also wine realli premium even wors drink servic wine given cardboard cup ran plastic white wine no choic premium meal bland poor limit choic film tv show never book singapor premium
2024,2,Negative,enorm disappoint taken long time could bring write review level disappoint airlin husband recent retir retir gift year work rais famili needless say paid small fortun begin sad tale due glitch seat togeth travel way pari one behind no person amen pack ask sleep mask sock toothbrush toothpast aircraft old food edibl blanket smelli servic not expect invis collect rubbish return flight bit chest congest ask attend sick bag brought told take toilet finish last straw meal suppos beef stir fri but dri stew arrang complet grey colour definit not expect busi class year age think could done better flown airlin numer occas but never ever know absenc wo make much differ annual profit but feel better made decis
2024,2,Positive,amaz experi one absolut best flight ever taken rerout onto singapor airlin busi due weather condit origin transfer airport staff fantast super attent food phenomen one small gripe seat small area feet unless side sleeper difficult use but otherwis great seat great airlin fulli understand best airlin accord skytrax
2024,2,Negative,first worst make greyhound bu seem comfit vote best airlin aviat lot troubl first custom servic honestli worst ever somehow mangl combin ignor arrog phone e mail meal sever hot but uneat board cattl call stupid littl sign held person feet inch no one could see everi intern carrier flown past better airlin differ stewardess uniform fit worst intern flight ever indur
2024,2,Positive,good airlin good flight left time arriv earli food board good seem feed continu seat space resnobl no complaint
2024,2,Negative,noth premium premium economi book premium economi want leg room foot calf rest disabl need comfort staff excel board shown seat leg room good seat seem comfort howev noth premium premium economi takeoff given snack but noth drink ask could drink advis drink would offer later would want eat snack noth drink wait wait no bottl water seat area hr min final look like drink offer juic water husband miss thought would realis wait patient staff got economi got ask could drink miss wait nearli final got drink orang juic anoth round drink offer later tea coffe nearli hr offer juic water ask wine stage sick juic staff member credit got dinner offer bottl water tray clear final drink trolley champagn offer seat not reclin correctli tv froze twice staff love but noth premium premium economi not enough staff slow servic clearli not want offer alcohol drink flight seat eventu reclin help staff comfort never pay cost premium economi no premium food servic dirti toilet foot rest poor calf rest minim offer support emir premium economi far superior
2024,2,Neutral,happen airlin use love airlin but experi way use expens food poor although cabin staff nice littl offer far refresh singapor airlin definit lost consid one best airlin world averag
2024,2,Negative,improv servic duh purchas round trip ticket jakarta seoul good no problem occur but bad exprienc night flight seoul jakarta food nice but servic not quit good companion earli but got seper seat say system alright argu much almost time board but staff still check everi passang alreadi queue make sure one passang carri one cabin luggag bag max insist weight everi bag kg need check bag said flight full book well announc time duh not readi board add anoth annoy two babi take turn cri hour night flight bravo would say air asia servic better
2024,2,Neutral,upgrad premium economi overal good airlin staff alway good premium economi though let comparison airnz singapor small section annoy keep curtain separ economi use toilet food drink sane also unless use book cook ok seat better screen larger but airnz certainli win hand offer
2024,2,Positive,top notch servic cabin crew unbeliev welcom polit help attent servic onboard second none noth kuch troubl inflight meal london singapor love but singapor bangkok disappoint like meal budget airlin toiletri kit provid lavatori even short haul flight singapor bangkok nice touch lavatori kept tidi clean well prepar galley meal tho ground staff work luggag claim bangkok airport tuesday januari effici look luggag come well around
2024,2,Positive,great servic terribl aircraft everyth trip amaz plane longest part journey first flight phuket singapor servic staff excel went top short haul flight pleasantli surpris second flight singapor london heathrow staff beyond perfect servic far best ever experienc airlin disappoint throughout entir trip plane singapor airlin decid flight would accept put us date run realli look felt age im pretti sure nearli year old realli show damag upholsteri old toilet date accessori loud noisey look forward fli best airlin world but unfortun experienc servic but not facil come sa sure right
2024,2,Negative,busi class seat uncomfort seat ever worst busi class seat ever experienc last month flown mauritiu sri lankan ba busi class even ba better long way design seat flaw incred consid good everyth els singapor airlin introduc set angl mean lay offset one direct surfac made seat extens not level hard rock wife view friend also opinion never fli sing chose pay lot money privileg shockingli bad unaccept
2024,2,Positive,patient profession say help receiv staff singapor airlin desk fantast listen problem visa said don worri sort true word take photograph help us whole process organis flight luggag even get us seat togeth thank enough patient profession thank
2024,2,Negative,look anoth airlin book ticket brussel perth connect flight munich seven month book brussel munich flight chang mani time one week departur lufthansa cancel flight munich pay almost euro trip perth go cheaper malaysian airlin but chose singapor thought still seem problem partner airlin lufthansa cancel flight singapor book sn brussel could catch flight perth singapor airlin known one best airlin asia but not anymor flown time but ten year ago recent trip perth aircraft old onboard entertain joke newest movi barbi hahaha hear sinc start fli brussel imagin miseri partner airlin satisfi custom way chose pay short layov hour munich return flight but end hour wait airport two month book chang layov instead two hour hour ask want rebook refund heck
2024,2,Negative,choos airlin honestli worst airlin ever flown plane dirti rubbish seat front board hygien bad bitten flee leg complain ask proof plane clean properli board refus give noth but aw convers lie repres go lie often plane clean least abl back honestli etihad much better staff kind singapor airlin shock
2024,2,Negative,stay far away sia terribl terribl airlin boycot year but thought give shot nope bad choic chang one way return trip sent enquiri chang flight way get contact human without inform first cancel return flight sold reserv someon els proceed tell rebook origin book addit usd excus flexi ticket instead lite ticket uneth money grab pleas note misfortun book read review not hold ticket quot email proceed tell ticket quot morn sold option pay money alreadi paid busi class ticket beg give economi ticket pleas sake saniti stay away airlin pretti much airlin better option
2024,1,Negative,live expect book busi class seat dirti open tray tabl food scrape food choic offer limit not cater differ dietri restrict vegetarian vegetarian appet regret forgot take pictur horribl experi
2024,1,Negative,charg twice extra bag worst experi book extra baggag via onlin paid but onlin system show call custom care assur us book went wo charg but airport deni book charg us bag told us sort issu custom care call custom care multipl time everytim describ exact thing ask receipt document upload assur us refund never fli singapor airlinn bad servic one thing but scam peopl extra money
2024,1,Negative,worst flight life move emerg exit seat one us big fit seat paid seat refund flight manag horribl no manner wait extra hr everyon meal connect flight board un board delay us hour
2024,1,Negative,singapor airlin suck not fli journey took recent singapor airlin one worst year intern travel experi board coimbator india via scoot airlin oper singapor airlin flight delay hr kept say delay min kept move time no reason given food not great staff mostli friendli except one no ice cream kid meal came adult gave husband ask one year old daughter refus say not part kid meal anyway even though flight delay hope would make arrang flight seattl howev made us run liter termin final system not recogn board pass made us wait valid us manual hr flight seattl seat close narrow like bu seat not comfort land told checkin bag not arriv would take day arriv but would compens track got email tri locat bag without exactli updat actual statu bag arriv day later want reach custom support compens promis airport no custom care number reach kind question onlu form email send wait respons last day none yet not fli
2024,1,Positive,airlin could learn lot singapor airlin superb trip singapor airlin london siem reap everyth except book process app work fine plane modern clean comfort food good cabin crew friendli patient polit much better experi long haul flight airlin airlin could like
2024,1,Negative,use mile flight want express frustrat regard difficulti encount attempt redeem mile flight ticket singapor airlin consist face challeng redempt process often find place waitlist flight furthermor multipl occas approxim two week schedul flight receiv notif cancel despit repeat attempt secur book uncertainti cancel greatli inconvenienc compound issu despit effort util mile within requir timefram face expir mile due ongo challeng loyal custom experi left deepli disappoint discourag engag singapor airlin urg review address issu within mile redempt system ensur smoother reliabl experi custom attent matter would greatli enhanc custom satisfact loyalti thank time attent matter
2024,1,Negative,worst airlin worst airlin ever poor custom servic delay flight paid extra money less stay end stay hour airport
2024,1,Negative,avoid airlin book cancel sq without notif no refund made sq got airport deni board told staff book cancel fulli book flight seem cancel ticket sell ticket higher price told next avail flight put us day not abl provid sort result book flight differ airlin airport cost us origin ticket week sinc sq still not abl solv issu still not receiv refund bring court violat consum right custom servic realli poor avoid airlin cost
2024,1,Neutral,not premium premium not premium no leg room cramp crowd uncomfort seat no better economi cheaper not worth extra money
2024,1,Negative,give airlin miss combin delay flight lost baggag travel parti made experi forget wait carousel almost hour but no sign luggag went baggag servic desk told alreadi knew bag still singapor save us time call us tannoy custom servic person told us bag would arriv even would courier us asap day email phone call text messag singapor airlin final receiv luggag suitcas lock broken also damag squash subsequ submit complaint singapor air but told basic bugger absolut shock custom servic
2024,1,Negative,bewar promot scam read fine print care short greedi airlin tri rip bought two way ticket book confirm one promot period hidden fine print term ticket outrag plan chang take earlier flight but insist cancel return ticket well use outbound ticket complain custom servic promis call back next day but receiv short miss call next day time zone no follow use great custom servic sad see becom anoth greedi airlin care custom tri make extra dollar wherev understand fulli pay first outbound flight even take but make no logic sens make extra money deni us right use return flight later date alreadi paid full disappoint singapor airlin use great airlin dozen flight sq past certainli not choic airlin go forward
2024,1,Negative,sia world class airlin servic fall sia airfar price seem increas dramat whilst servic seem declin feel no longer world class airlin known cabin attend servic flight ok averag but no way world class standard notic worst sia servic ground staff changi airport termin haneda tokyo check counter staff seem incompet disinterest assist
2024,1,Neutral,slightli disappoint return flight first class flight first class auckland singapor suit amaz flight big thank cabin crew made us feel special amaz servic food crew credit airlin flight first class singapor suit could not fault recept changi airport start first class recept check loung unfortun chang board flight inflight servic par inflight crew present fluster disorganis appear not work team complet differ meal serv sporad meal disorganis littl enthusiasm like staff go motion get way clear second meal pre order main lunch cabin crew difficult understand due quiet tone flight given breakfast choic cereal fruit bread follow quickli main pre order meal steak wife burger strang not appet could not eaten climat control flight sleep period extrem hot period no cabin crew within vicin ask appear first class cabin crew not profession crew flight disappoint return flight special occas wife also advert first class teddi bed grandchildren excit unfortun flight not case advis ran anoth disappoint unsur would pay nzd plu standard servic provid
2024,1,Negative,unfortun behavior bought ticket famili dubai japan via singapor airlin singapor airlin elit plu statu star allianc cancel flight would depart return leg offer us flight would depart transit time singapor increas hour hour request hotel correspond singapor airlin regard matter request reject told could return ticket sleep loung not easi cancel ticket paid hotel fee japan suggest could sleep loung star allianc elit plu statu simpl suggest inde
2024,1,Negative,carri first time fli singapor airlin weight limit ridicul pound cheap airlin never fli singapor
2024,1,Positive,great overal experi multi stop european flight great airlin flew brisban amsterdam munich brisban stopov singapor food flight gener serv size delici airplan food plane bit mix modern other but job rel comfort seat economi flight left time destin entertain option vari free wifi much appreci free krisflyer membership overal happi
2024,1,Positive,singapor airlin staff true asset amaz alway overal extrem pleas alway singapor airlin entir experi effortless big thank staff singapor airlin amaz thank
2024,1,Positive,realli amaz exclud chat line employe airlin custom servic baggag ground crew flight amaz long never deal onlin chat custom servic sever employe dealt blunt rude arrog talk real shame custom area not reflect rest busi sure but sad deal sure not but certainli dealt wow compar rest amaz staff experienc everi time singapor airlin compani need look remov sever poor custom servic agent servic chat line ensur remain high custom servic
2024,1,Negative,rip airlin cramp date cabin similar room domest flight fact wifi twice time crew couldnt help seat usb chsrger didnt work one basic horribl meal one free drink except one meal never jump next flight hong kong sydney airlin fill dread wish id chosen one price
2024,1,Positive,experienc warmth n care unwel fli singapor airlin experienc good servic polit alway smile want especi mention one particular air hostess name penni board flight began feel unwel start get migrain throb pain head even vomit not posit turn head even speak penni notic gave comfort without even ask gave warm water ask headach pill want thank penni warm care natur thank singapor airlin
2024,1,Negative,uncomfort flight experi flight terribl begin seat broken move entertain devic broken well flight nearli hour spent look blankli space seat posit sever back pain upon arriv result next coupl day inform crew first steward said compens voucher ask choos like duti free catalog choos product would use told air hostess voucher singapor dollar rest paid inform don need voucher make formal complaint plane defect return make complaint got back say anoth travel voucher au issu use next flight singapor airlin but worst part lie said offer anoth seat but declin say want seat next husband outrag lie no point offer anoth seat concern trust airlin compani lie like would urg everyon fli sq next time either video exchang crew situat like get write discuss husband inform would not fli near futur give cash voucher but still heard even budget airlin would comfort flight but greatest worri dishonesti
2024,1,Positive,first time fli singapor airlin great custom servic singapor airlin melbourn singapor singapor sri lanka price ticket much afford compar direct flight option changi airport not disappoint layov thing would wish footrest would made travel economi bit comfort but spoil comfi pillow blanket airhostess friendli one even point free aisl sleep properli felt full food fed overal felt welcom staff flight singapor airlin lost paper specif name airhostess but still would recommend use sa travel
2024,1,Negative,not good tall bare room move woke get knee crush passeng front reclin seat back told within right would not recommend fli economi taller
2024,1,Positive,heart warm see well treat elderli sq sydney singapor today jan elderli mother bit anxiou travel alon linda tran check angel profession help reassur made sure everyth taken care even brought mother busi class loung wheelchair maa meet assist servic top notch would like congratul singapor airlin team syd airport amaz team member pleas congratul linda thank us definit went beyond elderli ladi made day singapor airlin definit deliv world class
2024,1,Negative,poor servic aircraft not fit purpos lack care current aircraft use unders desper need upgrad one set toilet rear cabin whole plane hour flight not suffici seat cram togeth peopl actual enough leg room seat also push side aircraft allow wider aisl food mediocr white wine serv warm servic flight good but frankfurt singapor flight premium economi terribl poor explan food choic rubbish not collect request forgotten part seat fall mask back place keep eye older gentleman sit nearbi attend plonk hot food top item tray rubbish hand told hold even no put woeful
2024,1,Negative,expect lot better busi class loung charl de gaull horribl cheap wine food even server want eat complain food told boss make food decis bring flight wife fill food choic left home attend request food get serv peopl choic wife sat next got food minut minut passeng lost food bland got cutleri first dish serv taken away passeng terribl loud cough cough durat flight horribl imposs sleep return flight forgot take packag burger ate half piec paper realli good servic
2024,1,Negative,worst experi travel new delhi adelaid rain heavili singapor airport made sit plane hour take load luggag flight no one allow use toilet seat belt need fasten no refresh serv reach home cloth wet luggag heavi rainfal singapor airport bought silk sare suit india one sare suit got water ruin wrote singapor custom servic respons got note claim valuabl cloth subject water stain mark pleas advis accord polici intend garment treat authoris dri clean servic provid submit claim claim depart goal ensur item repair best possibl condit claim process care review inform provid regret inform garment report check baggag dispos lead inabl provid evid exist claim depart assess purpos addit accord gener condit carriag carrier not liabl fragil valuabl perish item check baggag whether not airlin awar presenc furthermor damag garment report clearli meet definit valuabl item consequ unabl process claim damag situat understand challeng circumst apologis inconveni may caus damag bag assess pleas bring luggag place author repair conveni
2024,1,Neutral,disappoint recent travel singapor airlin hr flight asia ticket price expect better servic competitor airlin but surpris reduc averag hot tower still remain food averag no offer snack meal infrequ offer drink no choic drink water return flight rush serv meal land
2024,1,Negative,premium economi rip premium economi not worth money book meal advanc exactli economi seat not shown pictur upgrad foot support seat front no room move feet extra got bottl water kit kat bar no offer extra disgust servic cost upgrad also wait month refund seat chang alway flown singapor go back uk past twenti year not anymor
2024,1,Negative,destroy luggag brigg riley larg suitcas complet broken top bottom flown differ airlin last year bag must drop plane tarmac like saw baggag handler differ flight someth equal damag infuri
2024,1,Neutral,deceiv not anymor best class not anymor good busi class actual deceiv blast but level servic qualiti not expect certainli not anymor best class entertain offer limit rather old netflix platform offer food partli unavail choic qualiti rather averag remain avail wine choic averag deceiv
2024,1,Negative,not good tri book award ticket krisflyer mile imposs waitlist waitlist unaccept either redeem almost doubl requir mile pay not good singapor airlin
2024,1,Positive,world class experi air singapor statu one world great aviat hub leisur gateway rich asia larg decis role play citi state singapor airlin past year airlin histori date back first flight airspe consul depart singapor kuala lumpur interven seven decad singapor airlin develop reput one aviat pioneer innov carrier first airlin fli airbu launch custom ultra version airbu fli hour
2024,1,Negative,terribl unreli no account avoid airlin flew manila mumbai via singapor first flight delay averag hour second one piec luggag lost transit stop mumbai airport file miss luggag report report file staff singapor airlin recommend use lie declar fals statement indian custom declar lower amount valu luggag inr instead inr lastli receiv lost luggag discov object miss luggag
2024,1,Negative,kid never got gluten free food not safe kid gluten allerg not got proper food put request food allergi ticket email twice instead repli call wude tell not anyth come
2024,1,Neutral,degrad sia servic continu regular flyer sia rout recent travel found sia manag decid continu degrad servic rout rout not sure skytrax airlin servic level still degrad version rel rout no snack juic meal servic toy kid qualiti rel airlin emir qatar food quantiti remain reduc amount smaller box rel delay departur continu entertain option much less airlin
2024,1,Positive,good comfort airlin provid cheaper middl eastern competitor singapor airlin good qualiti airlin howev room improv crew onboard attent friendli alway will help food onboard excel realli tasti good size portion howev fewer meal snack provid compar middl eastern airlin fli similar rout meal compar hour period snack avail visit galley howev passeng not made awar investig similarli amen toothbrush toothpast found bathroom passeng not made awar unless ask onboard entertain great extens librari tv show movi choos none seem content censor middl eastern airlin biggest complaint singapor airlin onboard light dim shortli departur remain major flight approx hour despit flight arriv late afternoon london arriv london dark sat dark flight therefor not see light nearli hour woke next morn airlin offer flight like light flight offer meal time help passeng adjust destin timezon singapor airlin appear make no attempt meant light outsid plane sever hour aircraft light came stay dark day issu found sever passeng allow bring sever bag luggag bag per person no room backpack overhead compart forc fli seat significantli compromis legroom comfort flight
2024,1,Positive,excel nice experi seat comfort ampl legroom nice entertain good food flight attend nice friendli plane clean defiantli use futur flight round trip manila brisban
2024,1,Negative,bad book system want us pay alot plane ticket oversold even paid reserv seat water leak ceil wors thing told us gon na give us free upgrad but fli differ day still pay premium economi instead not pay alreadi pay
2024,1,Negative,becom noth but anoth bad airlin singapor airlin becom disgrac legaci airlin one best experi person could travel but devolv level poor us airlin like unit american charg exorbit fare get away continu decreas valu servic member airlin come littl no real benefit longer custom servic terribl attitud airlin employe significantli wors experi whole becom one make one want find altern go treat like would fine fli lower cost carrier end not privileg get nation carrier would quickli busi time focu everi day passeng rather spend invest tri one airlin rich first class passeng
2024,1,Negative,realli bad bad servic unfriendli terribl experi air line air hostess unfriendli tv screen work flight got return voucher spend airlin singapor dollar brows inventori hope find use voucher basic buy bottl vodka kid stuff no interest complain via email tell sat plane look blank screen durat flight think singapor dollar voucher poor would like upgrad fli back bigger voucher amount liter email back say sorri staff unfriendli voucher give solv type issu basic deal never fli whole famili flight express came servic not deserv award
2024,1,Negative,bad experi travel decemb sri amritsar perth flight delay hour sri amritsar land singapor airport midnight request singapor staff plz provid us accommod but said don accommod spoke rude complaint second chang seat told kid sit without parent but deni reach board gate tri staff plz make seat togeth but said don seat avail board supervisor said choos anoth flight r not go one r rude bad experi singapor airlin staff treat unprofession not go anymor never advis go singapor airlin dilbag singh
