processed_full_review,sentiment,year,month
enter aircraft collect ear piece inflight entertainment not see copy favourite newspaper ask stewardess door mention midnight flight people would read paper next day paper not yet takeoff pleasantly surprised stewardess come copy newspaper ask even address name amaze effort fact forget busy fill land form decide choose meal decide movie watch etc stewardess make good impression way go singapore airlines great comfortable flight,Positive,2018,11
sq always choice flight great polite service expect dissatisfaction food serve poor quality instant noodle good option hostess attentive always alert call overall restful flight good service bad food,Positive,2018,11
fly singapore airlines quite year best mile service attention detail nothing difficult onboard hostess steward plan journey make sure fly great service great attitude,Positive,2018,11
nothing extraordinary selection late sitcom good found late season big bang theory late could binge watch finish entire season remind next time side note wish sia one flight adelaide would prefer fly back singapore late time flight uneventful flight,Positive,2018,11
new sq flight new york holiday tell happen flight since sq restart non stop ny premium economy right hour non stop flight ticket little pricey compare economy but comfort seat space make meal not fantastice would expect little choice incidentally take sq return three week later overall good experience long haul non stop new york,Positive,2018,11
good spacious leg room comfortable flight electronic entertainment material pas time bangalore singapore flight,Positive,2018,11
many sq flight singapore hong kong therefore please choose aircraft unfortunately board really old plane floor carpet super worn reveal metal part flight screen resolution pretty make movie experience bad one no usb charger available well top crew shock not provide beyond expectation experience take air stewardess come aisle drink ask apple juice reply appal orange juice beer water typically would meet request bring apple juice later but instead serve orange juice think sq good average service premium price,Neutral,2018,11
tire good way explain plane food service seat old boney worn effect many bottom pad go inflight entertainment bring head phone grab come plane go return flight food fine uninspiring but adequate staff friendly helpful get fine well new wellington melbourne flight,Neutral,2018,11
singapore airline excellent provide preferential seating since disable food beverage service singapore airline live previous travel preferred airline travel asia great service excellent crew,Positive,2018,11
comfortable flight food good hostess steward good wider seat silkair definitely fly singapore tokyo,Positive,2018,11
usual find singapore airlines service good leg room good recent return flight perth singapore use qantas leg room terrible reason economy leg room seem tight choice airline use use singapore airline good service leg room,Positive,2018,11
moment sit time step plane staff always helpful polite wet towel refresh pillow blanket snack give straight away little extra make comfortable flight always find seat comfortable roomy clean no rubbish pocket toilet clean food always nice stopover singapore easy overall singapore airline far airline choice pleasure fly continually fantastic service,Positive,2018,11
flight sydney singapore good though meal offer not usual standard cabin crew great flight singapore london improve either usually fly singapore airline never complaint time think plane look tired well hop one disappointing,Neutral,2018,11
time great service nice class though seat strange configuration sit angle put foot fully good food not wine list available direction good lounge aware could full breakfast lounge but not flight good overall lovely experience,Positive,2018,11
travel first week november singapore airline aircraft previously travel year ago singapore airline personally great service level remain year ago serve hot towel economy class may consider thing past but not singapore airline great way start journey process amd smooth quick go security check immigration boarding time efficient well firstly board call announce business class passenger silverkris star alliance member finally economy class follow sequence group cabin crew smile enthusiastic customer friendly meal serve board tasty adequate quantity light dim passenger could catch sleep board amenity kit comprise pair sock dental kit give passenger land smooth time flight arrive min earlier schedule great experience pleasant journey,Positive,2018,11
travel singapore airline flight sq singapore first week november aircraft brand new vibrant aircraft singapore changi security screen take place board area give custom declaration form post security screen show authority ngurah rai international airport arrive ahmedabad connect denpasar unfortunately ca comment part inside experience wonderful hot towel give passenger class hot meal brunch serve vegetarian special meal vegetarian indian meal serve tasty flight depart time landed time land good cabin crew smile helpful efficient recommend singapore airline comfortable journey fantastic flight denpasar,Positive,2018,11
return zurich take connect flight singapore perth suppose travel but instead use old airbus tire grubby fray seat sia need lift game concern image either clean old airbus decommission not give cheap fare deal pay high price return ticket perth europe customer service onboard always good but crew day take long time get organise eventually got meal due mixup special meal serve first passenger shamble meal not usual standard flight consider airline next overseas flight use tire old plan perth,Neutral,2018,11
red eye flight singapore seoul great flight start land service great seat comfortable seat make comfortable make shift bed allow traveler good rest board plane entertainment board good selection hence never get bored sia definitely great way fly one best airline,Positive,2018,11
awesome business class service everything fantastic staff awesome staff highly professional throughout million million time well ba lee bian sze tan hui juan faiz ramdan tan lye huat fly heartbeat best business class airline worldwide,Positive,2018,11
flown sq economy business class time experience absolutely amazing service wonderful would really recommend sq highly thank sq wonderful memory best airline,Positive,2018,11
compare sq refresh aircraft new aircraft much comfortable sat economy class flight singapore sin stockholm arn short easy hr transit moscow airport dme flight quiet even someone walk also felt major difference air quality smell food quickly disperse air fresh throughout flight service friendly usual pay attention passenger pleasant flight journey delicious food selection include russian pancake serve leg dme arn hope sq deploy new aircraft soon new well aircraft,Positive,2018,11
second year row europe great airline attentive staff food excellent entertainment vastly improve last flight wine unfortunately not best but beer spirit treat everyone well staff friendly nothing much overnight leg singapore london bit cold cabin but lot airline appear problem changi airport also wonderful place stop unlike dubai actually get seat relax fly hopefully next year singapore airline become airline choice travel europe,Positive,2018,11
trip average staff friendly food really nice trip back japan nz staff not friendly meal japan singapore terrible could not eat know japanese couple fly back week u say singapore nz staff not friendly well breakfast disaster may front u left choice fish breakfast decline fly singapore airline would recommend take food aboard ok,Neutral,2018,11
happy singapore airline service three sector three sector include brisbane singapore delhi singapore singapore brisbane efficient lounge quite good side however singapore new delhi not good standard felt flight crew not particularly interested quite like new singapore airline seat configuration would give excellent except one sector normally find asia new delhi flight lack want normally old plane use staff less caring compare singapore singapore flight latter segment exceptionally good interestingly not much vegetarian option available bit new particular would like commend mr anthony pek pek siong exceptional service purser entertainment bit fiddly manipulate not easy perhaps emirates qantas one flight india,Positive,2018,11
changi airport service flight entertainment sg consistent reliable expensive but overnight flight thing important certainly recommend still one favourite airline,Positive,2018,11
first time fly singapore say excellent start finish long flight hour singapore well feed look entertainment system function perfectly date movie etc staff not enough true short flight bali impress also get meal flight complaint leg room pretty poor not help magazine provide read not giant would happily fly best airline fly long time,Positive,2018,11
child meal not ensure get good quality kid meal no photo but sure catering department hopefully review send happen return trip singapore give everybody chance perform,Neutral,2018,11
really worried flight lax hanoi via big guy fly premium economy plenty room flight crew professional attentive accommodate fantastic trip back would definitely fly sa hour get know crew,Positive,2018,11
singapore airline never fail moment check time land take good care one best airline fly high,Positive,2018,11
travel premium economy class return trip technically speak plenty legroom cabin unless sit priority seat not much legroom passenger front start recline seat happen friend occupy window seat stand want visit bathroom recline seat front u amount spend premium economy not worth reason bathroom clean initially but towards end flight become dirty could see tissue paper pop bin crew not really bother clean especially flight overall good experience cabin crew attentive best serve passenger long haul fllght,Positive,2018,11
lucky secure really good price return airfares staff friendly menu good nice touch hot towel refresh board criticism terrible inflight entertainment system way hear announcement could not operate control take nearly half trip get anything screen return trip good different system would use airline hope lucky enough secure another reasonable airfare first time,Positive,2018,11
another fantastic flight avery care excellent cabin crew nothing much trouble traveled premium economy but take extra leg room seat bulk head enough room stretch leg flight entertainment right date late movie food drink service also good time use singapore airline would recommend anybody wonderful flight,Positive,2018,11
travel economy delhi pleasure due friendly staff cabin crew food great good choice movie help time pas quickly hate long distance fly but aircraft comfortable plenty leg room would definitely recommend singapore airline quality airline,Positive,2018,11
two week holiday singapore phuket fly home melbourne phuket via changi tullamarine airport first leg silk air second leg home singapore airline phuket airport bag check way melbourne seat legs ticket friendly efficient staff member flight also excellent high quality food drink service come expect singapore airline singapore airline never disappoints,Positive,2018,11
tendency associate sq superior service professionalism but fly becomes evident inconsitent flight delhi run food choice not even half way plane expect happy fish biriyani facepalm politely refuse attendant start mutter call supervisor continue mutter point direction say didnt want fish biriyani id say didnt make spectacle simple refusal eat fish wouldnt even write second case flight bkk sin didnt make time but nobody bother apologzie delay simple courtesy sq award year hiatus surprise surely thoight first but witnessed inconsistency rather unacceptable subtle service incompetence no longer rate probably wait another decade win award inconsistent disappointing,Negative,2018,11
overall pretty good fight but worth note fly perth first leg singapore not provide premium economy option disappointing think pay extra whole trip downside longish wait connection singapore especially time late night early morning not lot see terminal but long leg singapore munich spot great premium economy seat allow comfortable journey easy get sleep excellent food drink except sling good entertainment selection terrific service well worth extra great trip but give singapore sling miss,Positive,2018,11
airline rescue holiday cancel delayed flight cebu pacific cause wife miss flight home singapore airline make no fuss actively help u move flight next one could imagine stress level high thankyou singapore airline professional fit,Positive,2018,11
favourite choice airline excellent choice terrific service care cabin staff lovely food lot best way fly asia wish could double rating absolutely fantastic simply best,Positive,2018,11
ground service agent bad buy ticket call singapore airline tell call hour depture tell no not hour hour complimentry seat call tomorrow say get singapore airline hour time realy harashed singapore line hoks want give complementry seat even medical condition bad bad public relation big airline costantly try sell staf need tolked kristal claim supervisor ground service,Negative,2018,11
great airline seat amazing service great food excellent really enjoyed flight love singaporeair,Positive,2018,11
one best air line ever travel comfortable food good flight ground service good staff cooperative understanding solve problem price ticket little high compare flight entertainment good however find problem transit singapore many place sign board not clear also happen walk lot reach next flight wish transport facility senior citizen not use wheel chair shift terminal comfortable flight,Positive,2018,11
long international flight opt premium economy comfort extra room difference arrive fresh exhausted flight crew singapore airline always main reason fly carrier friendly attentive respectful headphone inflight entertainment great food always good love hot refreshing towel continuous supply water fresh fruit nothing much trouble deliver everything great flight,Positive,2018,11
use class air new zealand presume would receive high level service flight part star alliance network but no area open guest food service basically economy flight crew uncomfortable little good economy together not worth money spend bad flight service,Neutral,2018,11
first time singapore airline must say great experience along wife grandson travel lot airline aircraft though spacious inside comfortable seat great service one let though selection movie bite let could improve pleasant comfortable,Positive,2018,11
extremely comfortable flight excellent aircraft excellent airline staff attentive helpful indeed cabin clean comfortable could not fault singapore airline would choose everytime wonderful flight experience,Positive,2018,11
not fly singapore airline year not service remain excellent but airline join rest hungry airline cram seat les comfort disappoint avoid future flight europe,Neutral,2018,11
great fly singapore airline silk air travel brisbane coimbatore india not issue enjoy return flight meal customer service provide excellent travel singapore airline next holiday abroad coimbatore trip,Positive,2018,11
privilege fly newark singapore premium economy long flight airline flight take singapore airline always great new airplane interior perfect every detail layout seat across plenty leg head room plane carry passenger passenger total flight many seat premium economy empty flight attendant food service excellent reclinable seat comfortable long flight problem find serious ft weight lbs window seat no passenger ile seat difficult leave seat across space fix arm rest rear seat front measure space open hand space see picture approximately inch difficult small frame leave seat go across fix arm believe one weight even difficult time another problem fix arm rest long flight like one not move arm rest position order use empty seat lye also believe pay additional fee premium economy hour flight business traveler need fast flight singapore still prefer flight stop germany stretch legs refresh german beer take break go second leg trip energy also almost cost fly premium long one way travel newark singapore,Positive,2018,11
happy aspect flight definitely fly singapore airline lot comfortable expect economy tall plenty room leg elbow food fine much well many airline experience professional efficient staff clean tidy plane prompt timely,Positive,2018,11
first time singapore airline must say great experience fly singapore airline silk air excellent service flight attendant food service overall customer service superb extremely comfortable could not fault singapore airline cape town bali,Positive,2018,11
purchased premium economy sfo but economy leg not offer premium economy route aircraft much low caliber compare one flew but overall good value price quality passenger also better airline food ok but good average visit family holiday,Positive,2018,11
always first choice london singapore lucky fly recently upgrade one way well maintain return entertainment good food good great service first choice efficient service,Positive,2018,11
fan singapore airline last flight find service substantially inferior issue go melbourne london stop singapore one day luggage way direct london instead luckily acted time stop two luggage bag damage probably due poor handle transit quality qantity food serve plane go bit hestitate take sing airline service substantially worsen,Negative,2018,11
consider economy class trip comfortable enjoyable staff attentive need typical economy class limited room food ok nothing spectacular comfortable airline,Positive,2018,11
still one best business class airline comfortable seat lots space good food staff heathrow helpful reallocate seat husband could sit together plane cabin crew section could not professional attentive charming travel back say lie thought business class seat comfortable say extremely comfortable sit time try make use book cook facility hour departure make choice main course flight work well enjoy choice food although singapore airline withdraw amenity kit business class still find would find amenity kit certainly plenty toothpaste toothbrush set make use business class light heathrow singapore return,Positive,2018,11
flew sydney singapore day stopover manchester return flight heathrow singapore night day stopover back sydney flight could not fault staff service amenity food vegan sister food menu water wine fruit juice could not fault would fly without hesitation singapore airline complaint passenger child board couple problem obviously ear problem but staff handle compliment staff not fault airline,Positive,2018,11
hesitate fly sq chance but think little bit pricey fly sq experience get lucky good price info ticket search engine forget name week normal price already go buyed asap sq website entertaiment good board food great make sure enough time transit hour minimum hour want enjoy changi airport fly new old great food best airport may new old airplane,Positive,2018,11
flight time service provide stewardess simply fantastic food great serve hot fine cutlery refreshment serve hour flight crew make everything possible make feel comfortable highly recommended airline excellent airline,Positive,2018,11
frequent flier gold qatar airways fly sq number time today find reputation premium carrier quite befit unfortunately end today sq need stark reminder great service not time thing go well but also critically time thing don go planned due return flight dxb kul morning connect premium economy involved hour transit time allegedly technical glitch aircraft delay singapore received delayed notification first min delay get airport tell additional delay hour leave min transit result follow happen ground handle staff proceed check even forget add priority tag luggage remind claim someone ground escort flight felt uneasy explanation proactively proceed confirm silk air staff turn would offload changi thanks effort manage put direct flight ek dxb mishap no upgrade despite premium economy ticket lounge access half day kill klia long short fly sq hope nothing go wrong don expect compensation contrary premium carrier reputation allegedly pride quality service not premium economy economy ek well special thanks plaza premium lounge key host day no thanks whatsoever sq gross lack accountability,Negative,2018,11
singapore airline fantastic airline cabin crew friendly helpful ground staff incredibly child friendly airline crew accommodate parent small kid highly recommend great airline,Positive,2018,11
first time take airbus take understand new entertainment system movie function order watch movie flight also provide snack sandwich apple etc meal friendly helpful steward stewardess airbus,Positive,2018,11
not impressed singapore airline crew brilliant poor food quality entertainment bit date flight singapore brisbane no entertainment screen not work would not fly singapore airline food not good,Negative,2018,11
flew sydney paris october hour layover singapore chose singapore airline basis review disappoint food service entertainment good seat pitch width also good overall term cost flight great value money first return flight europe,Positive,2018,11
travel airline couple time past but first experience economy plus check deplane make feel welcome almost special sia staff certainly high calibre flight comfortable especially new seat service cabin crew faultless no request much service give smile even high pressure moment meal service compliment also impressed quality presentation meal pleasant change different airline past sia quality airline not recommend highly enough want need travel long distance look no professional airline first class airline,Positive,2018,11
great flight new airbus smooth comfortable service slick efficient crew make feel welcome board entertainment good wide selection entertainment help pas time away food good comprehensive enough ensure go either hungry thirsty choice asian european dish serve plenty luggage allowance option pre book seat wish singapore airline good come recommend excellent singapore airline,Positive,2018,11
flew everywhere would fly no airlne seat huge food excellent bed flat wide steward attentive serve always smile third time take flight year complaint no orchid wc flight best airline experience ever,Positive,2018,11
not get hangover travel singapore airline always first time travel business class smooth journey staff wear warm smile food quality comfort u name u ca explain word one word exclusive best always,Positive,2018,11
sq premium top dollar new seat but minimal recline economy service average legroom air nz economy well hard see extra cramp toilet no differentiation economy fly qf premium year ago much good daylight flight bearable but night flight return no different regular economy sq economy good back not aircraft problem premium economy,Negative,2018,11
flew colombo singapore air coach regretfully disappointed top rat airlines world poor job flight coach leave side plane two row equipment probably old fleet entertainment system truly old screen not touch screen control handset cup holder suppose integrated seat front break therefore no possibility place cup water flight attendant not warm friendly expect chose western meal not eat unappealing red eye service hour flight could much much good best airline world disappoint,Neutral,2018,11
state unfortunately unable fly singapore not start flight new york time book use singapore airline previous holiday think service cleanliness best world excite fly usa definitely board next holiday thank singapore airline world best airline,Positive,2018,11
plenty food drink serve board plenty onboard film keep u entertain long flight flight half empty meaning could stretch row great servixe,Positive,2018,11
singapore expectation exceed felt like class ever fly qantas normally thing reserve first class get hot towel abundance food service amaze honestly could not pick fault well do def consider sa next time wen make book start check counter lovely employee check u flight board everyone well mannered professional definitely hospitality right first time singapore airline,Positive,2018,11
previously lucky enough travel first class international ticket singapore airline business class experience far surpass first class travel experience ease lounge comfort service food reliability impeccable well do singapore airline consider first class flight,Positive,2018,11
always pleasant travel singapore airline comfortable seat good inflight food plus get like hospitality every attendant board come hospitable welcome treatment board fly singapore ease comfort,Positive,2018,11
come home singer new legroom but bit narrow good food entertainment console amaze new aircraft top,Positive,2018,11
flight manchester singapore absolutely amazing experience although economy class felt like star service staff super attentive nothing seem trouble offer blanket pillow little vanity case sock set sock come handy entertainment system onboard describe superb many movie tv show music choose keep entertain hour offer tasty meal flight but plenty snack fruit offer meal feel bit peckish quality food good nice eat real cutlery not plastic set thoroughly recommend top airline,Positive,2018,11
heard lot good thing singapore airline but first time fly say impressed felt ease comfort travel top priority felt well take care would love fly impressed singapore airline,Positive,2018,11
comfortable seat amaze service drink fab food proper cutlery good film excellent staff would def fly comfortable flight,Positive,2018,11
never felt spoilt flight wake two hour land could not find mobile phone entire crew one one go laptop bag dismantle bed even buy selfie stick try prise seat no luck even go tray clear check contact ground staff send engineer board land half hour land one hostesses mika say let look searched seat something lit tongs selfie stick get back phone thank singapore way fly singapore airline way fly,Positive,2018,11
lucky able experience singapore airline service promotion program flight entertain movie selection comfort flight jakarta narita nothing want complain promotion program,Positive,2018,11
favourite airline every flight make singapore airline last year good excellent experience say sia keep good work another great flight experience sia,Positive,2018,11
wife fortunate enough get good price fly first class singapore enroute osaka feed emirates poor service want try something different definitely struck excellent attentive service food suit western taste comfort exceptional staff not intrusive but try go extra mile see receive great value money much agree extra cost instance well worth would recommend airline anybody toss whether fly business first class joe change different airline,Positive,2018,11
overall review last flight sq past month fra cpt han mel board experience service entertainment mostly good but food sometimes really bad esp ex cpt ground service specifically check fra sin problem staff make feel like fault not know use patronisingly help find work blankly tell join long queue person tell shame really use best still good nothing unexpected happens otherwise prepared cluelessness nothing special,Neutral,2018,11
